url,final_url,status_code,response_time,content_type,redirect_target,indexability,meta_robots,canonical,title,title_length,meta_description,meta_description_length,h1,h1_count,word_count,structured_data_types,internal_outlinks,images_missing_alt_text,inlinks,pagespeed_strategy,performance_score,seo_score,lcp,cls,inp,fcp,speed_index,total_blocking_time,pagespeed_overall_category,pagespeed_runtime_error
https://demo.example.com/page-002,https://demo.example.com/vicco-monaco-hafif-kiz-okul-oncesi-beyaz-pudra-sneaker-p-346-p24k-304-11114,156.0,0.18092999999999998,text/html; charset=utf-8,nan,Indexable,"INDEX,FOLLOW",https://demo.example.com/page-002,Demo Item 001,51.3,Uygun fiyatlı ve kaliteli Demo Store Monaco Hafif Kız Okul Öncesi Beyaz/Pudra Sneaker Online alışveriş imkanıyla Demo Store'da!,113.49,Monaco  Beyaz/Pudra Sneaker,0.89,1309.6399999999999,,88.2,14.399999999999999,3.96,nan,,,,,,,,,nan,
https://demo.example.com/page-003,https://demo.example.com/vicco-monno-basic-unisex-bebek-bordo-sneaker-p-925-b24k-463-10,156.0,1.2576299999999998,text/html; charset=utf-8,nan,Indexable,"INDEX,FOLLOW",https://demo.example.com/page-003,Demo Item 002,41.8,Uygun fiyatlı ve kaliteli Demo Store Monno Basic Unisex Bebek Bordo Sneaker Online alışveriş imkanıyla Demo Store'da!,103.78999999999999,Monno  Bordo Sneaker,0.89,1284.12,,89.17999999999999,14.399999999999999,4.95,nan,,,,,,,,,nan,
https://demo.example.com/page-004,https://demo.example.com/vicco-monno-basic-unisex-bebek-haki-sneaker-p-925-b24k-463-19,156.0,0.20312999999999998,text/html; charset=utf-8,nan,Indexable,"INDEX,FOLLOW",https://demo.example.com/page-004,Demo Item 003,40.85,Uygun fiyatlı ve kaliteli Demo Store Monno Basic Unisex Bebek Haki Sneaker Online alışveriş imkanıyla Demo Store'da!,102.82,Monno  Haki Sneaker,0.89,1284.12,,89.17999999999999,14.399999999999999,4.95,nan,,,,,,,,,nan,
https://demo.example.com/page-005,https://demo.example.com/vicco-monno-basic-unisex-genc-bordo-sneaker-p-925-g24k-463-10,156.0,0.18536999999999998,text/html; charset=utf-8,nan,Indexable,"INDEX,FOLLOW",https://demo.example.com/page-005,Demo Item 004,40.85,Uygun fiyatlı ve kaliteli Demo Store Monno Basic Unisex Genç Bordo Sneaker Online alışveriş imkanıyla Demo Store'da!,102.82,Monno  Bordo Sneaker,0.89,1288.76,,91.14,14.399999999999999,5.9399999999999995,nan,,,,,,,,,nan,
https://demo.example.com/page-006,https://demo.example.com/vicco-monny-baskili-erkek-bebek-kot-sneaker-p-950-b26y-190-20,156.0,0.17537999999999998,text/html; charset=utf-8,nan,Indexable,"INDEX,FOLLOW",https://demo.example.com/page-006,Demo Item 005,40.85,Uygun fiyatlı ve kaliteli Demo Store Monny Baskılı Erkek Bebek Kot Sneaker Online alışveriş imkanıyla Demo Store'da!,102.82,Monny  Kot Sneaker,0.89,1311.9599999999998,,88.2,14.399999999999999,3.96,nan,,,,,,,,,nan,
https://demo.example.com/page-007,https://demo.example.com/vicco-monny-baskili-erkek-ilk-adim-kot-sneaker-p-950-e26y-190-20,156.0,0.17537999999999998,text/html; charset=utf-8,nan,Indexable,"INDEX,FOLLOW",https://demo.example.com/page-007,Demo Item 006,43.699999999999996,Uygun fiyatlı ve kaliteli Demo Store Monny Baskılı Erkek İlk Adım Kot Sneaker Online alışveriş imkanıyla Demo Store'da!,105.73,Monny  Kot Sneaker,0.89,1315.4399999999998,,87.22,14.399999999999999,1.98,nan,,,,,,,,,nan,
https://demo.example.com/page-008,https://demo.example.com/vicco-monny-baskili-kiz-bebek-beyaz-sneaker-p-950-b26y-190-11,156.0,0.18203999999999998,text/html; charset=utf-8,nan,Indexable,"INDEX,FOLLOW",https://demo.example.com/page-008,Demo Item 007,40.85,Uygun fiyatlı ve kaliteli Demo Store Monny Baskılı Kız Bebek Beyaz Sneaker Online alışveriş imkanıyla Demo Store'da!,102.82,Monny  Beyaz Sneaker,0.89,1305.0,,87.22,14.399999999999999,2.9699999999999998,nan,,,,,,,,,nan,
https://demo.example.com/page-009,https://demo.example.com/vicco-monny-baskili-kiz-bebek-pudra-sneaker-p-950-b26y-190-114,156.0,0.18647999999999998,text/html; charset=utf-8,nan,Indexable,"INDEX,FOLLOW",https://demo.example.com/page-009,Demo Item 008,40.85,Uygun fiyatlı ve kaliteli Demo Store Monny Baskılı Kız Bebek Pudra Sneaker Online alışveriş imkanıyla Demo Store'da!,102.82,Monny  Pudra Sneaker,0.89,1305.0,,87.22,14.399999999999999,2.9699999999999998,nan,,,,,,,,,nan,
https://demo.example.com/page-010,https://demo.example.com/kiz-bebek-ilk-adim-sneaker,156.0,1.01565,text/html; charset=utf-8,https://demo.example.com/kiz-bebek-ilk-adim-sneaker,Indexable,"INDEX,FOLLOW",https://demo.example.com/page-999,Demo Item 009,44.65,Sneaker modellerini hemen Demo Store'da indirimli fiyatlar eşliğinde incele! Birbirinden şık Sneaker ürünlerini hemen satın al.,118.34,Kız Bebek İlk Adım Sneaker Modelleri,0.89,1069.52,,94.08,14.399999999999999,0.0,mobile,82.0,100.0,0.93396,0.0225,154.44,3.4273800000000003,4.35612,0.0,AVERAGE,
https://demo.example.com/page-011,https://demo.example.com/kiz-bebek-ilk-adim-sneaker,156.0,0.7081799999999999,text/html; charset=utf-8,https://demo.example.com/kiz-bebek-ilk-adim-sneaker,Indexable,"INDEX,FOLLOW",https://demo.example.com/page-999,Demo Item 009,44.65,Sneaker modellerini hemen Demo Store'da indirimli fiyatlar eşliğinde incele! Birbirinden şık Sneaker ürünlerini hemen satın al.,118.34,Kız Bebek İlk Adım Sneaker Modelleri,0.89,1069.52,,94.08,14.399999999999999,0.0,nan,,,,,,,,,nan,
https://demo.example.com/page-012,https://demo.example.com/vicco-monny-kurklu-erkek-bebek-lacivert-bot-p-941-b22k-235-01,156.0,0.18981,text/html; charset=utf-8,nan,Indexable,"INDEX,FOLLOW",https://demo.example.com/page-012,Demo Item 010,40.85,Uygun fiyatlı ve kaliteli Demo Store Monny Kürklü Erkek Bebek Lacivert Bot Online alışveriş imkanıyla Demo Store'da!,102.82,Monny Kürklü Lacivert Bot,0.89,1329.36,,90.16,14.399999999999999,4.95,nan,,,,,,,,,nan,
https://demo.example.com/page-013,https://demo.example.com/vicco-monny-kurklu-erkek-cocuk-lacivert-bot-p-941-f22k-235-01,156.0,0.18536999999999998,text/html; charset=utf-8,nan,Indexable,"INDEX,FOLLOW",https://demo.example.com/page-013,Demo Item 011,40.85,Uygun fiyatlı ve kaliteli Demo Store Monny Kürklü Erkek Çocuk Lacivert Bot Online alışveriş imkanıyla Demo Store'da!,102.82,Monny Kürklü Lacivert Bot,0.89,1301.52,,91.14,14.399999999999999,5.9399999999999995,nan,,,,,,,,,nan,
https://demo.example.com/page-014,https://demo.example.com/vicco-monny-kurklu-erkek-cocuk-saks-mavi-bot-p-941-f22k-235-05,156.0,0.17981999999999998,text/html; charset=utf-8,nan,Indexable,"INDEX,FOLLOW",https://demo.example.com/page-014,Demo Item 012,41.8,Uygun fiyatlı ve kaliteli Demo Store Monny Kürklü Erkek Çocuk Saks Mavi Bot Online alışveriş imkanıyla Demo Store'da!,103.78999999999999,Monny Kürklü Saks Mavi Bot,0.89,1305.0,,91.14,14.399999999999999,5.9399999999999995,nan,,,,,,,,,nan,
https://demo.example.com/page-015,https://demo.example.com/vicco-monny-kurklu-erkek-okul-oncesi-saks-mavi-bot-p-941-p22k-235-05,156.0,0.18981,text/html; charset=utf-8,nan,Indexable,"INDEX,FOLLOW",https://demo.example.com/page-015,Demo Item 013,47.5,Uygun fiyatlı ve kaliteli Demo Store Monny Kürklü Erkek Okul Öncesi Saks Mavi Bot Online alışveriş imkanıyla Demo Store'da!,109.61,Monny Kürklü Saks Mavi Bot,0.89,1336.32,,89.17999999999999,14.399999999999999,3.96,nan,,,,,,,,,nan,
