page,EntityName,page_type,keyword_intent,Clicks,Impressions,CTR,AveragePosition,CurrentPosition,Sessions,Conversions,AddToCarts,Checkouts,Purchases,Revenue,CartRate,PurchaseRate,RevenuePerSession,RankingOpportunityScore,DemandScore,CommerceScore,PageOpportunityScore,OpportunityType,OpportunityPriority,RecommendedFocus,Scenario,ScenarioLabel,RecommendedAction,RecommendationReason,ConfidenceLevel,PriorityTier,ExpectedNetValue,EstimatedROI,AdjustedNetValue,BusinessDecisionScore,CurrentGeoReadinessScore,ScenarioGeoReadinessScore
https://demo.example.com/page-007,Demo Store Monny Baskili Erkek Ilk Adim Kot Sneaker P 950 E26Y 190 20,Demo Category 01,Uncategorized,1.05,61.199999999999996,0.01715686274509804,5.952941176470588,7.0,388.85,438.43999999999994,34.5,124.2,1.16,1317.44341274,0.0779220779220779,0.0025974025974025,3.945695882311688,85.0,75.83554376657825,86.50132625994696,83.234350132626,Ranking Quick Win,High,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",maintain,Maintain Current Setup,Maintain,Current page performance supports maintaining the existing SEO setup.,High,Low Priority,0.0,0.0,0.0,35.0,15.0,15.0
https://demo.example.com/,Homepage,Demo Category 01,Transactional,17149.65,108064.8,0.1586978368534435,3.039996002398561,2.3756766510285097,70726.26,80781.43999999999,5705.15,42205.32,577.68,958339.39323332,0.0708451146716933,0.0071116442464227,15.780195844949302,35.0,100.0,100.0,74.0,Defend Revenue Page,High,"Protect rankings and revenue: monitor technical health, refresh stale content carefully and strengthen internal linking without changing proven search intent.",internal_linking_boost,Internal Linking Improvement,Improve Internal Linking,Additional internal links may improve discoverability and authority distribution.,High,High Priority,70.37549999999983,0.8420999999999979,70.97699999999983,72.831,15.0,19.0
https://demo.example.com/page-011,Demo Store Monny Baskili Kiz Ilk Adim Pudra Sneaker P 950 E26Y 190 114,Demo Category 01,Uncategorized,0.0,17.28,0.0,5.458333333333333,5.0,74.74,83.61999999999999,4.6,19.44,0.0,0.0,0.054054054054054,0.0,0.0,95.0,56.15384615384615,46.36604774535809,68.26657824933687,Ranking Quick Win,Medium,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",maintain,Maintain Current Setup,Maintain,Current page performance supports maintaining the existing SEO setup.,Medium,Low Priority,0.0,0.0,0.0,32.0,15.0,15.0
https://demo.example.com/page-006,Demo Store Monny Baskili Erkek Bebek Kot Sneaker P 950 B26Y 190 20,Demo Category 01,Uncategorized,5.25,99.36,0.05283816425120773,11.55072463768116,11.0,153.52,204.52999999999997,29.9,71.28,0.0,0.0,0.1710526315789473,0.0,0.0,66.0,81.24668435013263,50.679045092838194,64.44933687002653,Ranking Quick Win,Medium,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",maintain,Maintain Current Setup,Maintain,Current page performance supports maintaining the existing SEO setup.,High,Low Priority,0.0,0.0,0.0,35.0,15.0,15.0
https://demo.example.com/page-014,Demo Store Monny Kurklu Erkek Cocuk Saks Mavi Bot P 941 F22K 235 05,Demo Category 01,Uncategorized,0.0,26.64,0.0,9.0,8.0,28.28,41.809999999999995,5.75,15.120000000000001,0.0,0.0,0.1785714285714285,0.0,0.0,80.0,62.625994694960205,46.90185676392573,64.07214854111406,Ranking Quick Win,Medium,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",maintain,Maintain Current Setup,Maintain,Current page performance supports maintaining the existing SEO setup.,High,Low Priority,0.0,0.0,0.0,35.0,15.0,15.0
https://demo.example.com/page-010,Demo Store Monny Baskili Kiz Ilk Adim Beyaz Sneaker P 950 E26Y 190 11,Demo Category 01,Uncategorized,5.25,37.44,0.14022435897435898,2.6923076923076925,1.0,139.38,207.92,17.25,43.2,2.32,3463.20236962,0.108695652173913,0.0144927536231884,28.936843224420286,35.0,67.90450928381962,91.0450928381963,62.84190981432361,Defend Revenue Page,Medium,"Protect rankings and revenue: monitor technical health, refresh stale content carefully and strengthen internal linking without changing proven search intent.",maintain,Maintain Current Setup,Maintain,Current page performance supports maintaining the existing SEO setup.,High,Low Priority,0.0,0.0,0.0,35.0,15.0,15.0
https://demo.example.com/page-009,Demo Store Monny Baskili Kiz Bebek Pudra Sneaker P 950 B26Y 190 114,Demo Category 01,Uncategorized,1.05,18.0,0.058333333333333334,9.16,12.0,42.42,47.459999999999994,5.75,15.120000000000001,0.0,0.0,0.119047619047619,0.0,0.0,62.0,56.52519893899204,46.90185676392573,55.34694960212201,Ranking Quick Win,Medium,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",maintain,Maintain Current Setup,Maintain,Current page performance supports maintaining the existing SEO setup.,Medium,Low Priority,0.0,0.0,0.0,32.0,15.0,15.0
https://demo.example.com/page-015,Demo Store Monny Kurklu Erkek Okul Oncesi Saks Mavi Bot P 941 P22K 235 05,Demo Category 01,Uncategorized,0.0,5.04,0.0,9.0,8.0,3.0300000000000002,3.3899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,37.771883289124666,37.681697612732094,54.6315649867374,Ranking Quick Win,Medium,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",maintain,Maintain Current Setup,Review,Low-confidence recommendation. Manual SEO validation is required.,Low,Low Priority,0.0,0.0,0.0,20.5,15.0,15.0
https://demo.example.com/page-012,Demo Store Monny Kurklu Erkek Bebek Lacivert Bot P 941 B22K 235 01,Demo Category 01,Uncategorized,0.0,2.88,0.0,8.0,8.0,1.01,1.13,0.0,1.08,0.0,0.0,0.0,0.0,0.0,80.0,28.9920424403183,37.681697612732094,52.43660477453581,Ranking Quick Win,Medium,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",maintain,Maintain Current Setup,Review,Low-confidence recommendation. Manual SEO validation is required.,Low,Low Priority,0.0,0.0,0.0,20.5,15.0,15.0
https://demo.example.com/page-013,Demo Store Monny Kurklu Erkek Cocuk Lacivert Bot P 941 F22K 235 01,Demo Category 01,Uncategorized,0.0,43.199999999999996,0.0,7.583333333333333,2.5,80.8,112.99999999999999,13.799999999999999,42.120000000000005,0.0,0.0,0.15,0.0,0.0,35.0,70.82228116710876,49.06631299734748,48.87877984084881,CTR Opportunity,Medium,"Improve title and meta description, align the snippet with the dominant commercial intent, and retest CTR before broader changes.",maintain,Maintain Current Setup,Maintain,Current page performance supports maintaining the existing SEO setup.,High,Low Priority,0.0,0.0,0.0,35.0,15.0,15.0
https://demo.example.com/page-004,Demo Store Monno Basic Unisex Bebek Haki Sneaker P 925 B24K 463 19,Demo Category 01,Uncategorized,0.0,0.72,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,7.267904509283819,37.681697612732094,43.00557029177719,Ranking Quick Win,Low,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",nan,nan,nan,nan,nan,nan,,,,,,
https://demo.example.com/page-003,Demo Store Monno Basic Unisex Bebek Bordo Sneaker P 925 B24K 463 10,Demo Category 01,Navigational,0.0,0.72,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,7.267904509283819,37.681697612732094,43.00557029177719,Ranking Quick Win,Low,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",nan,nan,nan,nan,nan,nan,,,,,,
https://demo.example.com/page-008,Demo Store Monny Baskili Kiz Bebek Beyaz Sneaker P 950 B26Y 190 11,Demo Category 01,Uncategorized,1.05,2.88,0.36458333333333337,9.5,17.0,14.14,14.689999999999998,0.0,3.24,0.0,0.0,0.0,0.0,0.0,42.0,28.9920424403183,37.681697612732094,37.236604774535806,Visibility Growth,Low,"Increase relevant search coverage with stronger content, internal linking and GEO-ready answers before applying higher-cost changes.",maintain,Maintain Current Setup,Review,Low-confidence recommendation. Manual SEO validation is required.,Low,Low Priority,0.0,0.0,0.0,20.5,15.0,15.0
https://demo.example.com/page-002,Demo Store Monaco Hafif Kiz Okul Oncesi Beyaz Pudra Sneaker P 346 P24K 304 11114,Demo Category 01,Uncategorized,0.0,1.44,0.0,26.0,42.0,5.05,6.779999999999999,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,17.93103448275862,37.681697612732094,17.671352785145885,Visibility Growth,Low,"Increase relevant search coverage with stronger content, internal linking and GEO-ready answers before applying higher-cost changes.",maintain,Maintain Current Setup,Review,Low-confidence recommendation. Manual SEO validation is required.,Low,Low Priority,0.0,0.0,0.0,20.5,15.0,15.0
https://demo.example.com/page-005,Demo Store Monno Basic Unisex Genc Bordo Sneaker P 925 G24K 463 10,Demo Category 01,Uncategorized,0.0,0.72,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.267904509283819,37.681697612732094,15.005570291777186,Visibility Growth,Low,"Increase relevant search coverage with stronger content, internal linking and GEO-ready answers before applying higher-cost changes.",nan,nan,nan,nan,nan,nan,,,,,,
