page,ForecastDate,HorizonDay,PredictedClicks,PredictedImpressions,PredictedCTR,PredictedTrafficValue,ForecastMethod,StrategicMLAdjusted,StrategicMLPrimary
https://demo.example.com/page-007,2027-05-19,276,0.009398,1.064603,0.008827703848288987,0.005292,RecursiveDailyML,False,True
https://demo.example.com/page-005,2027-05-19,276,0.009028000000000001,0.607239,0.014867292779284601,0.005124,RecursiveDailyML,False,True
https://demo.example.com/page-006,2027-05-19,276,0.026936,2.029471,0.013272424193299635,0.015288,RecursiveDailyML,False,True
https://demo.example.com/page-008,2027-05-19,276,0.00851,1.0769199999999999,0.007902165434758386,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-014,2027-05-19,276,0.008806000000000001,1.1058049999999997,0.00796342935689385,0.0049559999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-010,2027-05-19,276,0.013763999999999998,0.843333,0.016320955067571172,0.0078119999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-011,2027-05-19,276,0.009398,1.064603,0.008827703848288987,0.005376,RecursiveDailyML,False,True
https://demo.example.com/page-012,2027-05-19,276,0.008806000000000001,1.1058049999999997,0.00796342935689385,0.0049559999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-013,2027-05-19,276,0.013689999999999999,0.843333,0.016233207997315414,0.007728,RecursiveDailyML,False,True
https://demo.example.com/page-004,2027-05-19,276,0.00851,1.1058049999999997,0.007695751059183131,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-009,2027-05-19,276,0.00851,1.1055869999999999,0.007697268509850424,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-003,2027-05-19,276,0.00851,1.1058049999999997,0.007695751059183131,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-002,2027-05-19,276,0.009028000000000001,0.607239,0.014867292779284601,0.005124,RecursiveDailyML,False,True
https://demo.example.com/page-015,2027-05-19,276,0.008806000000000001,1.1058049999999997,0.00796342935689385,0.0049559999999999995,RecursiveDailyML,False,True
https://demo.example.com/,2027-05-19,276,246.239736,3214.0436509999995,0.07661368753451321,139.757688,RecursiveDailyML,False,True
https://demo.example.com/page-007,2027-05-20,277,0.009398,1.064603,0.008827703848288987,0.005292,RecursiveDailyML,False,True
https://demo.example.com/page-005,2027-05-20,277,0.009028000000000001,0.607239,0.014867292779284601,0.005124,RecursiveDailyML,False,True
https://demo.example.com/page-006,2027-05-20,277,0.026936,2.029471,0.013272424193299635,0.015288,RecursiveDailyML,False,True
https://demo.example.com/page-008,2027-05-20,277,0.00851,1.0769199999999999,0.007902165434758386,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-014,2027-05-20,277,0.008806000000000001,1.1058049999999997,0.00796342935689385,0.0049559999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-010,2027-05-20,277,0.013763999999999998,0.843333,0.016320955067571172,0.0078119999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-011,2027-05-20,277,0.009398,1.064603,0.008827703848288987,0.005376,RecursiveDailyML,False,True
https://demo.example.com/page-012,2027-05-20,277,0.008806000000000001,1.1058049999999997,0.00796342935689385,0.0049559999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-013,2027-05-20,277,0.013689999999999999,0.843333,0.016233207997315414,0.007728,RecursiveDailyML,False,True
https://demo.example.com/page-004,2027-05-20,277,0.00851,1.1058049999999997,0.007695751059183131,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-009,2027-05-20,277,0.00851,1.1055869999999999,0.007697268509850424,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-003,2027-05-20,277,0.00851,1.1058049999999997,0.007695751059183131,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-002,2027-05-20,277,0.009028000000000001,0.607239,0.014867292779284601,0.005124,RecursiveDailyML,False,True
https://demo.example.com/page-015,2027-05-20,277,0.008806000000000001,1.1058049999999997,0.00796342935689385,0.0049559999999999995,RecursiveDailyML,False,True
https://demo.example.com/,2027-05-20,277,245.39731999999998,3170.8751819999998,0.07739103746279219,139.27956,RecursiveDailyML,False,True
https://demo.example.com/page-007,2027-05-21,278,0.009398,1.064603,0.008827703848288987,0.005292,RecursiveDailyML,False,True
https://demo.example.com/page-005,2027-05-21,278,0.009028000000000001,0.607239,0.014867292779284601,0.005124,RecursiveDailyML,False,True
https://demo.example.com/page-006,2027-05-21,278,0.026936,2.029471,0.013272424193299635,0.015288,RecursiveDailyML,False,True
https://demo.example.com/page-008,2027-05-21,278,0.00851,1.0769199999999999,0.007902165434758386,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-014,2027-05-21,278,0.008806000000000001,1.1058049999999997,0.00796342935689385,0.0049559999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-010,2027-05-21,278,0.013763999999999998,0.843333,0.016320955067571172,0.0078119999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-011,2027-05-21,278,0.009398,1.064603,0.008827703848288987,0.005376,RecursiveDailyML,False,True
https://demo.example.com/page-012,2027-05-21,278,0.008806000000000001,1.1058049999999997,0.00796342935689385,0.0049559999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-013,2027-05-21,278,0.013689999999999999,0.843333,0.016233207997315414,0.007728,RecursiveDailyML,False,True
https://demo.example.com/page-004,2027-05-21,278,0.00851,1.1058049999999997,0.007695751059183131,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-009,2027-05-21,278,0.00851,1.1055869999999999,0.007697268509850424,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-003,2027-05-21,278,0.00851,1.1058049999999997,0.007695751059183131,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-002,2027-05-21,278,0.009028000000000001,0.607239,0.014867292779284601,0.005124,RecursiveDailyML,False,True
https://demo.example.com/page-015,2027-05-21,278,0.008806000000000001,1.1058049999999997,0.00796342935689385,0.0049559999999999995,RecursiveDailyML,False,True
https://demo.example.com/,2027-05-21,278,245.19596599999997,3147.8269139999998,0.07789372563957943,139.16532,RecursiveDailyML,False,True
https://demo.example.com/page-005,2027-05-22,279,0.009028000000000001,0.607239,0.014867292779284601,0.005124,RecursiveDailyML,False,True
https://demo.example.com/page-006,2027-05-22,279,0.026936,2.029471,0.013272424193299635,0.015288,RecursiveDailyML,False,True
https://demo.example.com/page-007,2027-05-22,279,0.009398,1.064603,0.008827703848288987,0.005292,RecursiveDailyML,False,True
https://demo.example.com/page-014,2027-05-22,279,0.008806000000000001,1.1058049999999997,0.00796342935689385,0.0049559999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-008,2027-05-22,279,0.00851,1.0769199999999999,0.007902165434758386,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-010,2027-05-22,279,0.013763999999999998,0.843333,0.016320955067571172,0.0078119999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-011,2027-05-22,279,0.009398,1.064603,0.008827703848288987,0.005376,RecursiveDailyML,False,True
https://demo.example.com/page-012,2027-05-22,279,0.008806000000000001,1.1058049999999997,0.00796342935689385,0.0049559999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-013,2027-05-22,279,0.013689999999999999,0.843333,0.016233207997315414,0.007728,RecursiveDailyML,False,True
https://demo.example.com/page-004,2027-05-22,279,0.00851,1.1058049999999997,0.007695751059183131,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-009,2027-05-22,279,0.00851,1.1055869999999999,0.007697268509850424,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-003,2027-05-22,279,0.00851,1.1058049999999997,0.007695751059183131,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-015,2027-05-22,279,0.008806000000000001,1.1058049999999997,0.00796342935689385,0.0049559999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-002,2027-05-22,279,0.009028000000000001,0.607239,0.014867292779284601,0.005124,RecursiveDailyML,False,True
https://demo.example.com/,2027-05-22,279,246.20843399999998,3271.9441239999996,0.07524836142342387,139.739964,RecursiveDailyML,False,True
https://demo.example.com/page-006,2027-05-23,280,0.026936,2.1565649999999996,0.012490233310843868,0.015288,RecursiveDailyML,False,True
https://demo.example.com/page-007,2027-05-23,280,0.009398,1.2001989999999998,0.00783036813061834,0.005292,RecursiveDailyML,False,True
https://demo.example.com/page-008,2027-05-23,280,0.00851,1.1453719999999998,0.007429900503941079,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-009,2027-05-23,280,0.00851,1.232681,0.006903651471873096,0.004788,RecursiveDailyML,False,True
https://demo.example.com/page-015,2027-05-23,280,0.008806000000000001,1.24151,0.007092975489524854,0.0049559999999999995,RecursiveDailyML,False,True
https://demo.example.com/page-011,2027-05-23,280,0.009398,1.2001989999999998,0.00783036813061834,0.005376,RecursiveDailyML,False,True
https://demo.example.com/page-012,2027-05-23,280,0.008806000000000001,1.24151,0.007092975489524854,0.0049559999999999995,RecursiveDailyML,False,True
