date,page,page_key,clicks,impressions,query,position,ctr,sessions,users,engaged_sessions,conversions,revenue,purchases,add_to_carts,checkouts,engagement_rate,average_session_duration,page_type,keyword_intent,CTR,TrafficValue,RankStrength,VisibilityScore,Top3Flag,Top10Flag,Page2Flag,OrganicConversionRate,RevenuePerOrganicSession,RevenuePerOrganicClick,CartRate,CheckoutRate,day_of_week,day_of_month,month_num,quarter,is_weekend,is_holiday,holiday_name,is_pre_holiday,clicks_lag_1,clicks_lag_7_avg,impressions_lag_1,impressions_lag_7_avg,position_lag_1,position_lag_7_avg,CTR_lag_1,CTR_lag_7_avg,TrafficValue_lag_1,TrafficValue_lag_7_avg,clicks_change,impressions_change,position_change,ctr_change,target_clicks_next,target_impressions_next
2026-06-18,https://demo.example.com/,/,404.73999999999995,3659.0400000000004,demo search query 001,2.539638812366085,0.1049892868074686,1762.45,1118.01,978.65,1472.4199999999998,20857.125414159997,8.48,145.07999999999998,926.17,0.4876790830945559,120.26706411289398,Demo Category 01,Transactional,0.11061371288644013,181.79000000000002,0.3937567795588767,343.0,1.05,0.74,0.0,1.0166189111747852,12.25638470746132,43.28701227428572,0.0710601719197707,0.5255014326647565,3,18,6,2.1399999999999997,0,0,nan,0,0.0,363.58000000000004,0.0,3365.01,0.0,2.539638812366085,0.0,0.1049892868074686,0.0,181.79000000000002,0.0,0.0,0.0,0.0,253.82,2531.2999999999997
2026-06-19,https://demo.example.com/,/,404.73999999999995,3335.36,demo search query 002,2.6178643384822027,0.1151779717931497,1693.77,1069.87,952.1999999999999,1419.3,20717.389790560002,10.600000000000001,142.73999999999998,943.34,0.4937388193202147,100.60539408765652,Demo Category 01,Transactional,0.12134822028206849,181.79000000000002,0.3819907644946126,343.0,1.05,0.74,0.0,1.0196779964221825,12.667920745569473,42.997004062040816,0.0727489564698867,0.5569469290399522,4,19,6,2.1399999999999997,0,0,nan,0,294.98,363.58000000000004,3953.0699999999997,3216.175,2.539638812366085,2.578751575424144,0.1049892868074686,0.1100836293003091,142.345,181.79000000000002,0.0,-225.42000000000002,0.0782255261161175,0.0101886849856811,241.24,2737.0
2026-06-20,https://demo.example.com/,/,384.68,3606.4000000000005,demo search query 003,2.9046583850931675,0.1012422360248447,1500.86,981.89,845.2499999999999,1264.9199999999998,31958.199581120003,13.780000000000001,133.38,879.71,0.4946164199192463,103.21956671332435,Demo Category 01,Transactional,0.1066659272404614,172.78,0.3442745643109163,326.0,1.05,0.74,0.0,1.0255720053835802,22.052958398815612,69.78498400785277,0.0767160161507402,0.5861372812920592,5,20,6,2.1399999999999997,1,0,nan,0,294.98,357.5733333333333,3603.38,3249.65,2.6178643384822027,2.687387178647152,0.1151779717931497,0.1071364982084877,142.345,178.78666666666666,-12.24,188.76000000000002,0.2867940466109648,-0.013935735768305,244.94,2911.25
2026-06-21,https://demo.example.com/,/,390.58,3836.0000000000005,demo search query 004,2.769051094890511,0.0966423357664233,1543.28,969.4399999999999,836.05,1359.54,14134.84231268,7.42,157.95,932.23,0.4757853403141361,100.94720976112566,Demo Category 01,Navigational,0.1018196037539103,175.43,0.3611345423871784,331.0,1.05,0.74,0.0,1.0719895287958114,9.48573475815445,30.39906688169184,0.0883507853403141,0.6040575916230366,6,21,6,2.1399999999999997,1,0,nan,0,280.36,355.89500000000004,3896.2,3319.175,2.9046583850931675,2.707803157707992,0.1012422360248447,0.1045129575979716,135.29,177.94750000000002,3.5999999999999996,159.9,-0.1356072902026563,-0.0045999002584213,273.06,2958.85
2026-06-22,https://demo.example.com/,/,435.41999999999996,3898.7200000000003,demo search query 005,2.592933065211146,0.1060040218328066,1885.67,1182.75,1040.75,1586.96,38320.13420826,13.780000000000001,191.88,1247.35,0.4847348687734333,131.98735200482056,Demo Category 01,Transactional,0.11168280871670701,195.57000000000002,0.385663638378019,369.0,1.05,0.74,0.0,1.0241028387787896,21.04679962960364,73.92612359317073,0.0878414568826995,0.6614890198178897,0,22,6,2.1399999999999997,0,0,nan,0,284.65999999999997,362.944,4144.25,3372.426,2.769051094890511,2.6848291392086225,0.0966423357664233,0.1048111704449386,137.36499999999998,181.472,27.36,43.68,-0.1761180296793649,0.0093616860663833,261.21999999999997,2671.5499999999997
2026-06-23,https://demo.example.com/,/,416.53999999999996,3520.1600000000003,demo search query 006,2.6993318485523385,0.1123130766783328,1680.64,1085.6399999999999,964.8499999999999,1456.6499999999999,18819.855402360005,8.48,139.23,969.6,0.5042067307692307,109.76668910216344,Demo Category 01,Transactional,0.11832984864324347,187.09,0.3704620462046205,353.0,1.05,0.74,0.0,1.0546875,11.597551864435097,37.95236601042494,0.071514423076923,0.5769230769230769,1,23,6,2.1399999999999997,0,0,nan,0,317.34,364.8166666666667,4212.01,3349.903333333333,2.592933065211146,2.6872462574325757,0.1060040218328066,0.1060614881505043,153.135,182.40833333333336,-11.52,-263.64,0.1063987833411923,0.0063090548455261,244.2,2639.25
2026-06-24,https://demo.example.com/,/,389.4,3477.6000000000004,demo search query 007,2.8334943639291463,0.1062801932367149,1596.81,1020.0699999999999,918.8499999999999,1364.52,30193.43878584,11.66,197.73,1076.66,0.5053763440860215,128.32915287666034,Demo Category 01,Transactional,0.11197377501725327,174.9,0.3529211184360082,330.0,1.05,0.74,0.0,1.0398481973434537,19.583218586641365,65.13222542400001,0.1068943706514864,0.6742567994939912,2,24,6,2.1399999999999997,0,0,nan,0,303.58,362.6714285714287,3803.0299999999997,3328.2242857142855,2.6993318485523385,2.7081388440749423,0.1123130766783328,0.1060927317342487,146.495,181.33571428571432,-16.56,-29.64,0.1341625153768078,-0.0060328834416178,227.92,2538.95
2026-06-25,https://demo.example.com/,/,363.44,3345.4400000000005,demo search query 008,2.7080682959491127,0.1031134917977904,1567.52,1014.26,872.8499999999999,1396.06,27772.39738584,13.780000000000001,127.52999999999999,804.97,0.4890463917525773,97.29385707731956,Demo Category 01,Transactional,0.10863742885838633,163.24,0.3692669056743726,308.0,1.05,0.74,0.0,1.083762886597938,18.349533044768037,64.18889996727272,0.0702319587628866,0.5135309278350515,3,25,6,2.1399999999999997,0,0,nan,0,283.8,357.3714285714287,3757.0499999999997,3287.0242857142857,2.8334943639291463,2.732200198872518,0.1062801932367149,0.1058247610185803,136.95,178.6857142857143,-15.84,-92.04,-0.1254260679800336,-0.0031667014389245,183.52,2328.15
2026-06-26,https://demo.example.com/,/,292.64,3067.6800000000003,demo search query 009,2.73311427528295,0.0905439941584519,1465.51,928.77,830.3,1292.31,18433.31103894,6.36,125.19,803.96,0.4975878704341833,120.41151692832528,Demo Category 01,Transactional,0.09539456527408333,131.44,0.3658829815655891,248.0,1.05,0.74,0.0,1.073053066850448,13.026846684996553,52.91136301499999,0.0737422467263956,0.5485871812543074,4,26,6,2.1399999999999997,0,0,nan,0,264.88,342.98571428571427,3614.27,3251.857142857143,2.7080682959491127,2.7486644755583387,0.1031134917977904,0.1023056213564807,127.82,171.49285714285713,-43.199999999999996,-193.44,0.0250459793338371,-0.0125694976393384,200.54,2499.85
2026-06-27,https://demo.example.com/,/,319.78,3293.9200000000005,demo search query 010,2.8269296157769466,0.0921455287317239,1434.2,925.4499999999999,783.15,1254.96,9025.819988199999,5.300000000000001,146.25,887.79,0.4795774647887324,100.77681127887324,Demo Category 01,Transactional,0.09708189634235194,143.63,0.3537406783738273,271.0,1.05,0.74,0.0,1.064788732394366,6.517809850633803,23.709077459778598,0.0880281690140845,0.6190140845070422,5,27,6,2.1399999999999997,1,0,nan,0,213.28,334.6571428571429,3314.19,3210.804285714286,2.73311427528295,2.7375603656560217,0.0905439941584519,0.1010060917431777,102.92,167.32857142857145,16.56,157.56,0.0938153404939967,0.0016015345732719,231.62,2663.0499999999997
2026-06-28,https://demo.example.com/,/,369.34,3508.9600000000005,demo search query 011,2.5196297478455154,0.0999042451324609,1484.7,958.65,888.9499999999999,1267.4099999999999,29200.5867469,12.72,163.79999999999998,987.78,0.5258503401360545,109.92516677687074,Demo Category 01,Transactional,0.10525625826455699,165.89000000000001,0.396883709146187,313.0,1.05,0.74,0.0,1.0387755102040817,20.369370439149662,66.41168805814696,0.0952380952380952,0.6653061224489796,6,28,6,2.1399999999999997,1,0,nan,0,233.06,331.9314285714287,3558.6099999999997,3167.8385714285714,2.8269296157769466,2.701928744649593,0.0921455287317239,0.1014720787954688,112.46499999999999,165.9657142857143,30.24,149.76,-0.3072998679314311,0.0077587164007369,242.72,2631.6
2026-06-29,https://demo.example.com/,/,387.03999999999996,3467.5200000000004,demo search query 012,2.817829457364341,0.1059431524547803,1658.42,1050.78,969.4499999999999,1406.85,34217.8996708,14.84,180.17999999999998,969.6,0.5133982947624848,109.38725844823388,Demo Category 01,Transactional,0.11161867847914357,173.84,0.3548830811554332,328.0,1.05,0.74,0.0,1.0322777101096223,21.368968497320342,74.2637343,0.0937880633373934,0.584652862362972,0,29,6,2.1399999999999997,0,0,nan,0,269.18,325.72285714285715,3790.93,3111.1885714285713,2.5196297478455154,2.7340568006714787,0.0999042451324609,0.1014633831700364,129.89499999999998,162.86142857142858,10.799999999999999,-28.86,0.2981997095188258,0.0060389073223194,265.66,2513.45
2026-06-30,https://demo.example.com/,/,423.62,3311.84,demo search query 013,2.7784917145755834,0.1214068312478863,1678.6200000000001,1056.59,957.9499999999999,1428.4299999999998,28301.804341000003,13.780000000000001,155.60999999999999,985.76,0.5012033694344163,119.05847854452468,Demo Category 01,Transactional,0.127910768636166,190.27,0.3599074975657254,359.0,1.05,0.74,0.0,1.0354993983152827,17.46169779753309,56.11990851810585,0.0800240673886883,0.5872442839951865,1,30,6,2.1399999999999997,0,0,nan,0,282.08,326.63142857142867,3746.16,3083.82,2.817829457364341,2.7453653529605133,0.1059431524547803,0.102762490965687,136.12,163.3157142857143,22.32,-108.42,-0.0393377427887577,0.015463678793106,281.94,2564.45
2026-07-01,https://demo.example.com/,/,449.58,3379.0400000000004,demo search query 014,2.519058667550547,0.1262843884653629,1638.22,1066.55,997.05,1447.52,60609.09506666,23.32,176.67,1069.59,0.5345252774352651,134.98963095499386,Demo Category 01,Transactional,0.13304962356172165,201.93,0.3969736842105263,381.0,1.05,0.74,0.0,1.0752157829839704,38.31689535343403,113.24267061700787,0.0930949445129469,0.6528976572133169,2,1,7,3.2099999999999995,0,0,nan,0,308.74,334.35428571428577,3577.97,3070.871428571429,2.7784917145755834,2.700445967763571,0.1214068312478863,0.1056202331412081,148.98499999999999,167.17714285714288,15.84,46.800000000000004,-0.2594330470250363,0.0048775572174765,222.74,2358.75
2026-07-02,https://demo.example.com/,/,355.18,3108.0000000000005,demo search query 015,2.483243243243243,0.1084684684684684,1450.36,939.56,809.5999999999999,1205.99,29240.022408259996,12.72,153.26999999999998,914.05,0.49025069637883,116.2786593064067,Demo Category 01,Transactional,0.11427927927927926,159.53,0.4026991728341315,301.0,1.05,0.74,0.0,1.0118384401114209,20.879813933474928,69.15259536837209,0.091225626740947,0.6302228412256268,3,2,7,3.2099999999999995,0,0,nan,0,327.65999999999997,333.29428571428576,3650.5699999999997,3039.6771428571433,2.519058667550547,2.668328103091304,0.1262843884653629,0.1063852298084478,158.11499999999998,166.64714285714288,-57.599999999999994,-188.76000000000002,-0.0358154243073038,-0.0178159199968944,185.0,2183.65
2026-07-03,https://demo.example.com/,/,295.0,2877.28,demo search query 016,2.282989490073959,0.0973141300116777,1560.45,987.6999999999999,906.1999999999999,1343.77,21933.48601888,10.600000000000001,135.72,973.64,0.510032362459547,132.43610107702267,Demo Category 01,Transactional,0.10252738697658899,132.5,0.4380221653878942,250.0,1.05,0.74,0.0,1.04789644012945,14.557357294084143,62.45467205376001,0.0750809061488673,0.623948220064725,4,3,7,3.2099999999999995,0,0,nan,0,258.86,333.5971428571429,3357.75,3014.662857142857,2.483243243243243,2.6040245623471625,0.1084684684684684,0.1073523920731943,124.91499999999999,166.79857142857145,-36.72,-160.68,-0.2002537531692843,-0.0111543384567907,175.38,2322.2
