page,ForecastDate,HorizonDay,PredictedClicks,PredictedImpressions,PredictedCTR,PredictedTrafficValue,ForecastMethod,StrategicAdjusted,StrategicClickMethod,StrategicImpressionMethod
https://demo.example.com/page-007,2027-05-19,276,0.011683999999999998,1.142739,0.010224556963576109,0.005859,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-005,2027-05-19,276,0.011224,0.651807,0.01721982120474312,0.005673,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-006,2027-05-19,276,0.033488,2.178423,0.01537258833569054,0.016926,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-008,2027-05-19,276,0.010579999999999999,1.1559599999999999,0.009152565832727777,0.005301,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-014,2027-05-19,276,0.010948,1.1869649999999998,0.00922352386127645,0.005487,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-010,2027-05-19,276,0.017112,0.9052290000000001,0.018903503975237202,0.008648999999999999,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-011,2027-05-19,276,0.011683999999999998,1.142739,0.010224556963576109,0.005952,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-012,2027-05-19,276,0.010948,1.1869649999999998,0.00922352386127645,0.005487,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-013,2027-05-19,276,0.017019999999999997,0.9052290000000001,0.01880187223343485,0.008556,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-004,2027-05-19,276,0.010579999999999999,1.1869649999999998,0.00891348944577136,0.005301,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-009,2027-05-19,276,0.010579999999999999,1.186731,0.008915247010485105,0.005301,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-003,2027-05-19,276,0.010579999999999999,1.1869649999999998,0.00891348944577136,0.005301,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-002,2027-05-19,276,0.011224,0.651807,0.01721982120474312,0.005673,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-015,2027-05-19,276,0.010948,1.1869649999999998,0.00922352386127645,0.005487,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/,2027-05-19,276,306.13588799999997,3449.9367629999997,0.08873666650451587,154.73172599999998,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-007,2027-05-20,277,0.011683999999999998,1.142739,0.010224556963576109,0.005859,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-005,2027-05-20,277,0.011224,0.651807,0.01721982120474312,0.005673,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-006,2027-05-20,277,0.033488,2.178423,0.01537258833569054,0.016926,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-008,2027-05-20,277,0.010579999999999999,1.1559599999999999,0.009152565832727777,0.005301,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-014,2027-05-20,277,0.010948,1.1869649999999998,0.00922352386127645,0.005487,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-010,2027-05-20,277,0.017112,0.9052290000000001,0.018903503975237202,0.008648999999999999,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-011,2027-05-20,277,0.011683999999999998,1.142739,0.010224556963576109,0.005952,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-012,2027-05-20,277,0.010948,1.1869649999999998,0.00922352386127645,0.005487,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-013,2027-05-20,277,0.017019999999999997,0.9052290000000001,0.01880187223343485,0.008556,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-004,2027-05-20,277,0.010579999999999999,1.1869649999999998,0.00891348944577136,0.005301,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-009,2027-05-20,277,0.010579999999999999,1.186731,0.008915247010485105,0.005301,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-003,2027-05-20,277,0.010579999999999999,1.1869649999999998,0.00891348944577136,0.005301,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-002,2027-05-20,277,0.011224,0.651807,0.01721982120474312,0.005673,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-015,2027-05-20,277,0.010948,1.1869649999999998,0.00922352386127645,0.005487,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/,2027-05-20,277,305.08856,3403.5999659999998,0.08963702052170017,154.20236999999997,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-007,2027-05-21,278,0.011683999999999998,1.142739,0.010224556963576109,0.005859,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-005,2027-05-21,278,0.011224,0.651807,0.01721982120474312,0.005673,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-006,2027-05-21,278,0.033488,2.178423,0.01537258833569054,0.016926,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-008,2027-05-21,278,0.010579999999999999,1.1559599999999999,0.009152565832727777,0.005301,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-014,2027-05-21,278,0.010948,1.1869649999999998,0.00922352386127645,0.005487,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-010,2027-05-21,278,0.017112,0.9052290000000001,0.018903503975237202,0.008648999999999999,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-011,2027-05-21,278,0.011683999999999998,1.142739,0.010224556963576109,0.005952,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-012,2027-05-21,278,0.010948,1.1869649999999998,0.00922352386127645,0.005487,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-013,2027-05-21,278,0.017019999999999997,0.9052290000000001,0.01880187223343485,0.008556,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-004,2027-05-21,278,0.010579999999999999,1.1869649999999998,0.00891348944577136,0.005301,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
https://demo.example.com/page-009,2027-05-21,278,0.010579999999999999,1.186731,0.008915247010485105,0.005301,RecursiveDailyML,False,RecursiveDailyML,RecursiveDailyML
