page,EntityName,page_type,keyword_intent,Clicks,Impressions,CTR,AveragePosition,CurrentPosition,Sessions,Conversions,AddToCarts,Checkouts,Purchases,Revenue,CartRate,PurchaseRate,RevenuePerSession,RankingOpportunityScore,DemandScore,CommerceScore,PageOpportunityScore,OpportunityType,OpportunityPriority,RecommendedFocus,Scenario,ScenarioLabel,RecommendedAction,RecommendationReason,ConfidenceLevel,PriorityTier,ExpectedNetValue,EstimatedROI,AdjustedNetValue,BusinessDecisionScore,CurrentGeoReadinessScore,ScenarioGeoReadinessScore
https://demo.example.com/page-007,Demo Store Monny Baskili Erkek Ilk Adim Kot Sneaker P 950 E26Y 190 20,Demo Category 01,Uncategorized,1.21,94.35,0.01282458929517753,5.952941176470588,7.0,469.7,318.15999999999997,23.400000000000002,95.44999999999999,1.0,981.3609094899999,0.0779220779220779,0.0025974025974025,3.8758605569610385,85.0,75.83554376657825,86.50132625994696,83.234350132626,Ranking Quick Win,High,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",maintain,Maintain Current Setup,Maintain,Current page performance supports maintaining the existing SEO setup.,High,Low Priority,0.0,0.0,0.0,35.0,15.0,15.0
https://demo.example.com/,Homepage,Demo Category 01,Transactional,19762.93,166599.9,0.11862510121554695,3.039996002398561,2.3756766510285097,85431.72,58620.159999999996,3869.58,32435.57,498.0,713865.05822482,0.0708451146716933,0.0071116442464227,15.500900343268784,35.0,100.0,100.0,74.0,Defend Revenue Page,High,"Protect rankings and revenue: monitor technical health, refresh stale content carefully and strengthen internal linking without changing proven search intent.",internal_linking_boost,Internal Linking Improvement,Improve Internal Linking,Additional internal links may improve discoverability and authority distribution.,High,High Priority,64.36049999999983,1.172924999999997,57.74399999999986,72.831,15.0,19.0
https://demo.example.com/page-011,Demo Store Monny Baskili Kiz Ilk Adim Pudra Sneaker P 950 E26Y 190 114,Demo Category 01,Uncategorized,0.0,26.639999999999997,0.0,5.458333333333333,5.0,90.28,60.68,3.12,14.94,0.0,0.0,0.054054054054054,0.0,0.0,95.0,56.15384615384615,46.36604774535809,68.26657824933687,Ranking Quick Win,Medium,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",maintain,Maintain Current Setup,Maintain,Current page performance supports maintaining the existing SEO setup.,Medium,Low Priority,0.0,0.0,0.0,32.0,15.0,15.0
https://demo.example.com/page-006,Demo Store Monny Baskili Erkek Bebek Kot Sneaker P 950 B26Y 190 20,Demo Category 01,Uncategorized,6.05,153.17999999999998,0.039496017756887325,11.55072463768116,11.0,185.44,148.42,20.28,54.779999999999994,0.0,0.0,0.1710526315789473,0.0,0.0,66.0,81.24668435013263,50.679045092838194,64.44933687002653,Ranking Quick Win,Medium,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",maintain,Maintain Current Setup,Maintain,Current page performance supports maintaining the existing SEO setup.,High,Low Priority,0.0,0.0,0.0,35.0,15.0,15.0
https://demo.example.com/page-014,Demo Store Monny Kurklu Erkek Cocuk Saks Mavi Bot P 941 F22K 235 05,Demo Category 01,Uncategorized,0.0,41.06999999999999,0.0,9.0,8.0,34.16,30.34,3.9000000000000004,11.62,0.0,0.0,0.1785714285714285,0.0,0.0,80.0,62.625994694960205,46.90185676392573,64.07214854111406,Ranking Quick Win,Medium,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",maintain,Maintain Current Setup,Maintain,Current page performance supports maintaining the existing SEO setup.,High,Low Priority,0.0,0.0,0.0,35.0,15.0,15.0
https://demo.example.com/page-010,Demo Store Monny Baskili Kiz Ilk Adim Beyaz Sneaker P 950 E26Y 190 11,Demo Category 01,Uncategorized,6.05,57.71999999999999,0.10481635481635483,2.6923076923076925,1.0,168.35999999999999,150.88,11.700000000000001,33.199999999999996,2.0,2579.73237737,0.108695652173913,0.0144927536231884,28.424686707173908,35.0,67.90450928381962,91.0450928381963,62.84190981432361,Defend Revenue Page,Medium,"Protect rankings and revenue: monitor technical health, refresh stale content carefully and strengthen internal linking without changing proven search intent.",maintain,Maintain Current Setup,Maintain,Current page performance supports maintaining the existing SEO setup.,High,Low Priority,0.0,0.0,0.0,35.0,15.0,15.0
https://demo.example.com/page-009,Demo Store Monny Baskili Kiz Bebek Pudra Sneaker P 950 B26Y 190 114,Demo Category 01,Uncategorized,1.21,27.749999999999996,0.04360360360360361,9.16,12.0,51.24,34.44,3.9000000000000004,11.62,0.0,0.0,0.119047619047619,0.0,0.0,62.0,56.52519893899204,46.90185676392573,55.34694960212201,Ranking Quick Win,Medium,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",maintain,Maintain Current Setup,Maintain,Current page performance supports maintaining the existing SEO setup.,Medium,Low Priority,0.0,0.0,0.0,32.0,15.0,15.0
https://demo.example.com/page-015,Demo Store Monny Kurklu Erkek Okul Oncesi Saks Mavi Bot P 941 P22K 235 05,Demo Category 01,Uncategorized,0.0,7.77,0.0,9.0,8.0,3.66,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,37.771883289124666,37.681697612732094,54.6315649867374,Ranking Quick Win,Medium,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",maintain,Maintain Current Setup,Review,Low-confidence recommendation. Manual SEO validation is required.,Low,Low Priority,0.0,0.0,0.0,20.5,15.0,15.0
https://demo.example.com/page-012,Demo Store Monny Kurklu Erkek Bebek Lacivert Bot P 941 B22K 235 01,Demo Category 01,Uncategorized,0.0,4.4399999999999995,0.0,8.0,8.0,1.22,0.82,0.0,0.83,0.0,0.0,0.0,0.0,0.0,80.0,28.9920424403183,37.681697612732094,52.43660477453581,Ranking Quick Win,Medium,"Expand category intent coverage, strengthen internal links, add structured answer sections and improve SEO/GEO relevance for the highest-opportunity query cluster.",maintain,Maintain Current Setup,Review,Low-confidence recommendation. Manual SEO validation is required.,Low,Low Priority,0.0,0.0,0.0,20.5,15.0,15.0
https://demo.example.com/page-013,Demo Store Monny Kurklu Erkek Cocuk Lacivert Bot P 941 F22K 235 01,Demo Category 01,Uncategorized,0.0,66.6,0.0,7.583333333333333,2.5,97.6,82.0,9.36,32.37,0.0,0.0,0.15,0.0,0.0,35.0,70.82228116710876,49.06631299734748,48.87877984084881,CTR Opportunity,Medium,"Improve title and meta description, align the snippet with the dominant commercial intent, and retest CTR before broader changes.",maintain,Maintain Current Setup,Maintain,Current page performance supports maintaining the existing SEO setup.,High,Low Priority,0.0,0.0,0.0,35.0,15.0,15.0
