page,date,page_key,clicks,impressions,query,position,ctr,sessions,users,engaged_sessions,conversions,revenue,purchases,add_to_carts,checkouts,engagement_rate,average_session_duration,page_type,keyword_intent,CTR,TrafficValue,RankStrength,VisibilityScore,Top3Flag,Top10Flag,Page2Flag,OrganicConversionRate,RevenuePerOrganicSession,RevenuePerOrganicClick,CartRate,CheckoutRate,day_of_week,day_of_month,month_num,quarter,is_weekend,clicks_lag_1,clicks_lag_7_avg,impressions_lag_1,impressions_lag_7_avg,position_lag_1,position_lag_7_avg,CTR_lag_1,CTR_lag_7_avg,TrafficValue_lag_1,TrafficValue_lag_7_avg,clicks_change,impressions_change,position_change,ctr_change,target_clicks_next,target_impressions_next
https://demo.example.com/,2026-06-18,/,411.59999999999997,2940.2999999999997,demo search query 001,2.539638812366085,0.1049892868074686,1640.3,1279.6499999999999,851.0,1756.26,15024.200510199998,9.28,104.16,972.0200000000001,0.4876790830945559,120.26706411289398,Demo Category 01,Transactional,0.1399857157432915,197.225,0.3937567795588767,343.0,1.0,1.14,0.0,1.0166189111747852,9.116319203896849,61.32326738857144,0.0710601719197707,0.5255014326647565,3,18,6,1.5,0,0.0,318.98999999999995,0.0,2776.95,0.0,2.539638812366085,0.0,0.1049892868074686,0.0,178.36,0.0,0.0,0.0,0.0,291.55,3216.2400000000002
https://demo.example.com/,2026-06-19,/,411.59999999999997,2680.2,demo search query 002,2.6178643384822027,0.1151779717931497,1576.3799999999999,1224.55,828.0,1692.9,14923.5434932,11.6,102.47999999999999,990.0400000000001,0.4937388193202147,100.60539408765652,Demo Category 01,Transactional,0.15357062905753302,197.225,0.3819907644946126,343.0,1.0,1.14,0.0,1.0196779964221825,9.422420389266549,60.91242242122449,0.0727489564698867,0.5569469290399522,4,19,6,1.5,0,288.12,318.98999999999995,3593.7000000000003,2654.125,2.539638812366085,2.578751575424144,0.1049892868074686,0.1100836293003091,130.34,178.36,0.0,-286.11,0.0782255261161175,0.0101886849856811,277.09999999999997,3477.6000000000004
https://demo.example.com/,2026-06-20,/,391.2,2897.9999999999995,demo search query 003,2.9046583850931675,0.1012422360248447,1396.84,1123.85,735.0,1508.76,23020.736986400003,15.079999999999998,95.75999999999999,923.26,0.4946164199192463,103.21956671332435,Demo Category 01,Transactional,0.13498964803312632,187.45,0.3442745643109163,326.0,1.0,1.14,0.0,1.0255720053835802,16.40302690820996,98.86206067779142,0.0767160161507402,0.5861372812920592,5,20,6,1.5,1,288.12,313.71999999999997,3275.8,2681.75,2.6178643384822027,2.687387178647152,0.1151779717931497,0.1071364982084877,130.34,175.41333333333333,-20.06,239.57999999999998,0.2867940466109648,-0.013935735768305,281.34999999999997,3699.0000000000005
https://demo.example.com/,2026-06-21,/,397.2,3082.4999999999995,demo search query 004,2.769051094890511,0.0966423357664233,1436.32,1109.6,727.0,1621.62,10181.8779371,8.12,113.39999999999999,978.38,0.4757853403141361,100.94720976112566,Demo Category 01,Navigational,0.1288564476885645,190.325,0.3611345423871784,331.0,1.0,1.14,0.0,1.0719895287958114,7.055505192015707,43.06534474906344,0.0883507853403141,0.6040575916230366,6,21,6,1.5,1,273.84,312.2475,3542.0000000000005,2739.125,2.9046583850931675,2.707803157707992,0.1012422360248447,0.1045129575979716,123.88,174.59,5.8999999999999995,202.95,-0.1356072902026563,-0.0045999002584213,313.65,3759.4800000000005
https://demo.example.com/,2026-06-22,/,442.8,3132.8999999999996,demo search query 005,2.592933065211146,0.1060040218328066,1754.9799999999998,1353.75,905.0,1892.8799999999999,27603.48650595,15.079999999999998,137.76,1309.1000000000001,0.4847348687734333,131.98735200482056,Demo Category 01,Transactional,0.14133869577707558,212.17499999999998,0.385663638378019,369.0,1.0,1.14,0.0,1.0241028387787896,15.654644352597748,104.72867509032521,0.0878414568826995,0.6614890198178897,0,22,6,1.5,0,278.03999999999996,318.43199999999996,3767.5000000000005,2783.0699999999997,2.769051094890511,2.6848291392086225,0.0966423357664233,0.1048111704449386,125.78,178.048,44.839999999999996,55.44,-0.1761180296793649,0.0093616860663833,300.05,3394.44
https://demo.example.com/,2026-06-23,/,423.59999999999997,2828.7,demo search query 006,2.6993318485523385,0.1123130766783328,1564.1599999999999,1242.6,839.0,1737.45,13556.675501700003,9.28,99.96,1017.6,0.5042067307692307,109.76668910216344,Demo Category 01,Transactional,0.14975076890444375,202.975,0.3704620462046205,353.0,1.0,1.14,0.0,1.0546875,8.626278246274039,53.765851848101995,0.071514423076923,0.5769230769230769,1,23,6,1.5,0,309.96,320.075,3829.1000000000004,2764.483333333333,2.592933065211146,2.6872462574325757,0.1060040218328066,0.1060614881505043,140.22,178.96666666666667,-18.88,-334.62,0.1063987833411923,0.0063090548455261,280.5,3353.4
https://demo.example.com/,2026-06-24,/,396.0,2794.4999999999995,demo search query 007,2.8334943639291463,0.1062801932367149,1486.1399999999999,1167.55,799.0,1627.56,21749.5109898,12.76,141.96,1129.96,0.5053763440860215,128.32915287666034,Demo Category 01,Transactional,0.14170692431562,189.74999999999997,0.3529211184360082,330.0,1.0,1.14,0.0,1.0398481973434537,14.566030353700189,92.27065268400001,0.1068943706514864,0.6742567994939912,2,24,6,1.5,0,296.52,318.1928571428572,3457.3,2746.592857142857,2.6993318485523385,2.7081388440749423,0.1123130766783328,0.1060927317342487,134.14000000000001,177.91428571428574,-27.139999999999997,-37.62,0.1341625153768078,-0.0060328834416178,261.8,3225.96
https://demo.example.com/,2026-06-25,/,369.59999999999997,2688.2999999999997,demo search query 008,2.7080682959491127,0.1031134917977904,1458.8799999999999,1160.8999999999999,759.0,1665.18,20005.540489799998,15.079999999999998,91.56,844.82,0.4890463917525773,97.29385707731956,Demo Category 01,Transactional,0.13748465573038723,177.1,0.3692669056743726,308.0,1.0,1.14,0.0,1.083762886597938,13.648413008505152,90.93427495363635,0.0702319587628866,0.5135309278350515,3,25,6,1.5,0,277.2,313.5428571428572,3415.5000000000005,2712.592857142857,2.8334943639291463,2.732200198872518,0.1062801932367149,0.1058247610185803,125.4,175.31428571428575,-25.959999999999997,-116.82,-0.1254260679800336,-0.0031667014389245,210.79999999999998,2958.1200000000003
https://demo.example.com/,2026-06-26,/,297.59999999999997,2465.1,demo search query 009,2.73311427528295,0.0905439941584519,1363.9399999999998,1063.05,722.0,1541.43,13278.232528049999,6.959999999999999,89.88,843.76,0.4975878704341833,120.41151692832528,Demo Category 01,Transactional,0.12072532554460265,142.6,0.3658829815655891,248.0,1.0,1.14,0.0,1.073053066850448,9.689390096278427,74.95776427125,0.0737422467263956,0.5485871812543074,4,26,6,1.5,0,258.71999999999997,300.9214285714285,3285.7000000000003,2683.5714285714284,2.7080682959491127,2.7486644755583387,0.1031134917977904,0.1023056213564807,117.04,168.25714285714287,-70.8,-245.52,0.0250459793338371,-0.0125694976393384,230.35,3176.28
https://demo.example.com/,2026-06-27,/,325.2,2646.8999999999996,demo search query 010,2.8269296157769466,0.0921455287317239,1334.8,1059.25,681.0,1496.8799999999999,6501.6499915,5.8,105.0,931.74,0.4795774647887324,100.77681127887324,Demo Category 01,Transactional,0.12286070497563188,155.825,0.3537406783738273,271.0,1.0,1.14,0.0,1.064788732394366,4.847957740140845,33.58785973468635,0.0880281690140845,0.6190140845070422,5,27,6,1.5,1,208.32,293.6142857142857,3012.9,2649.692857142857,2.73311427528295,2.7375603656560217,0.0905439941584519,0.1010060917431777,94.24,164.17142857142858,27.139999999999997,199.98,0.0938153404939967,0.0016015345732719,266.05,3383.6400000000003
