page,query,Clicks,Impressions,AveragePosition,CurrentPosition,CTR,keyword_intent,page_type,Revenue,Purchases,AddToCarts,Sessions,RevenuePerSession,CommerceScore,RankingOpportunityScore,DemandScore,CommercialIntentScore,LandingPageCommerceScore,KeywordOpportunityScore,KeywordPriority,RecommendedKeywordAction
https://demo.example.com/,demo search query 001,0.0,50.05,40.08039215686274,5.0,0.0,Transactional,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,95.0,89.88667643799378,100.0,100.0,95.47166910949844,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 002,0.0,13.649999999999999,4.857142857142857,4.0,0.0,Transactional,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,74.33596682515282,100.0,100.0,93.5839917062882,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 003,0.0,14.559999999999999,4.892857142857143,5.0,0.0,Transactional,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,95.0,75.31727022485968,100.0,100.0,91.82931755621492,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 004,0.0,9.1,3.4285714285714284,4.0,0.0,Commercial,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,68.60722839881313,85.0,100.0,89.15180709970329,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 005,0.85,545.0899999999999,4.857580659393909,4.0,0.00155937551596984,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,98.94004933328569,35.0,100.0,86.73501233332142,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 006,0.0,10.01,10.727272727272728,7.0,0.0,Transactional,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,85.0,70.01036713974189,100.0,100.0,86.50259178493548,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 007,12.75,232.95999999999998,4.887993920972645,4.0,0.05473042582417583,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,97.59768348049906,35.0,100.0,86.39942087012477,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 008,0.85,165.61999999999998,5.305055446836269,4.0,0.0051322304069556825,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,96.7075394130054,35.0,100.0,86.17688485325135,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 009,0.85,109.19999999999999,4.744545454545454,4.0,0.007783882783882785,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,95.14531870017518,35.0,100.0,85.78632967504379,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 010,1.7,101.00999999999999,3.7375,4.0,0.016830016830016833,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,94.76638186823008,35.0,100.0,85.69159546705751,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 011,0.0,75.52999999999999,7.754347826086956,9.0,0.0,Commercial,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,75.0,93.03971686983876,85.0,100.0,85.2599292174597,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 012,3.4,72.8,3.108805031446541,4.0,0.046703296703296704,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,92.79305044149716,35.0,100.0,85.19826261037429,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 013,10.2,66.42999999999999,1.7166666666666666,4.0,0.15354508505193437,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,92.1638723054374,35.0,100.0,85.04096807635935,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 014,1.7,65.52,4.047297297297297,4.0,0.025946275946275948,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,92.0691380974511,35.0,100.0,85.01728452436278,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 015,0.0,38.22,8.426470588235293,10.0,0.0,Transactional,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,70.0,87.01962606799414,100.0,100.0,84.75490651699853,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 016,2.55,560.56,7.795738797307918,5.0,0.0045490224061652635,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,95.0,98.97758552890286,35.0,100.0,84.74439638222572,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 017,0.85,49.13999999999999,6.123931623931624,4.0,0.0172975172975173,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,89.7329567797519,35.0,100.0,84.43323919493798,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 018,0.85,211.11999999999998,4.49457023239918,5.0,0.0040261462675255785,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,95.0,97.37604118256893,35.0,100.0,84.34401029564222,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 019,0.0,46.41,4.282258064516129,4.0,0.0,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,89.1717012833804,35.0,100.0,84.2929253208451,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 020,0.85,40.04,4.0888888888888895,4.0,0.021228771228771228,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,87.5951810674579,35.0,100.0,83.89879526686448,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 021,0.0,47.31999999999999,5.826111111111112,4.25,0.0,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,98.75,89.37546920244522,35.0,100.0,83.84386730061131,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 022,0.85,26.389999999999997,6.213333333333334,10.0,0.03220917014020463,Transactional,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,70.0,82.63682837021413,100.0,100.0,83.65920709255353,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 023,0.85,97.36999999999999,7.7875,5.0,0.008729588168840506,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,95.0,94.6072998963286,35.0,100.0,83.65182497408215,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 024,3.4,93.72999999999999,2.8016666666666667,5.0,0.036274405206444045,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,95.0,94.36420834376004,35.0,100.0,83.59105208594002,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 025,0.0,10.01,5.636363636363637,7.0,0.0,Commercial,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,85.0,70.01036713974189,85.0,100.0,83.50259178493548,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 026,0.0,34.58,4.269230769230769,4.0,0.0,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,85.9275015193222,35.0,100.0,83.48187537983056,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 027,0.0,34.58,2.768939393939394,4.0,0.0,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,85.9275015193222,35.0,100.0,83.48187537983056,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 028,0.0,34.58,5.798850574712644,4.0,0.0,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,85.9275015193222,35.0,100.0,83.48187537983056,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 029,0.85,83.72,4.949583333333333,5.0,0.010152890587673196,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,95.0,93.667107568012,35.0,100.0,83.416776892003,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 030,3.4,226.58999999999997,5.176545390883626,5.5,0.015005075246039102,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,92.5,97.52618596503773,35.0,100.0,83.38154649125943,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
https://demo.example.com/,demo search query 031,1.7,30.939999999999998,4.260869565217392,4.0,0.05494505494505495,Uncategorized,Demo Category 01,987676.3134343401,473.09999999999997,4018.41,63023.399999999994,16.61808234999086,100.0,100.0,84.68880706395453,35.0,100.0,83.17220176598863,High,"Prioritize this query on the current landing page: strengthen title/H1/content alignment, internal links and GEO answer coverage."
